Time(s),CTSresistance,HeartRate(1/min),CoreTemperature(degC),SkinTemperature(degC),SweatRate(kg/s),FatigueLevel,RespirationRate(1/min)
75.22,0,108.193567,36.998798,35.176407,0,0,22.556391
75.42,0,108.193567,36.998926,35.177876,0,0,22.556391
75.62,0,108.180102,36.999055,35.179344,0,0,22.556391
75.82,0,108.180102,36.999184,35.180810,0,0,22.556391
76.02,0,108.180102,36.999312,35.182275,0,0,22.556391
76.22,0,108.197914,36.999441,35.183739,0,0,22.556391
76.42,0,108.197914,36.999570,35.185201,0,0.000224,22.556391
76.62,0,108.197914,36.999699,35.186662,0,0.051254,22.556391
76.82,0,108.242124,36.999828,35.188122,0,0.059310,22.556391
77.02,0,108.242124,36.999957,35.189580,0,0.061560,22.556391
77.22,0,108.257908,37.000086,35.191037,0,0.066529,22.556391
77.42,0,108.257908,37.000216,35.192493,0,0.067256,22.556391
77.62,0,108.257908,37.000345,35.193947,0,0.066564,22.556391
77.82,0,108.243570,37.000474,35.195400,0,0.067169,22.556391
78.02,0,108.243570,37.000604,35.196852,0,0.067200,22.556391
78.22,0,108.243570,37.000733,35.198302,0,0.066568,22.556391
78.42,0,108.239735,37.000863,35.199752,0,0.067442,22.556391
78.62,0,108.239735,37.000992,35.201200,0,0.067022,22.556391
78.82,0,108.239735,37.001122,35.202646,0,0.066526,22.556391
79.02,0,108.271012,37.001252,35.204091,0,0.067533,22.556391
79.22,0,108.271012,37.001382,35.205535,0,0.066861,22.556391
79.42,0,108.271012,37.001512,35.206978,0,0.066352,22.556391
79.62,0,108.317460,37.001641,35.208419,0,0.067491,22.556391
79.82,0,108.317460,37.001772,35.209859,0,0.066729,22.556391
80.02,0,108.325379,37.001902,35.211298,0,0.066723,22.556391
80.22,0,108.325379,37.002032,35.212735,0,0.067359,22.556391
80.42,0,108.325379,37.002162,35.214171,0,0.066625,22.556391
80.62,0,108.313623,37.002292,35.215606,0,0.067150,22.556391
80.82,0,108.313623,37.002423,35.217040,0,0.067182,22.556391
81.02,0,108.313623,37.002553,35.218472,0,0.066550,22.556391
81.22,0,108.320643,37.002684,35.219904,0,0.067418,22.556391
81.42,0,108.320643,37.002814,35.221334,0,0.067001,22.556391
81.62,0,108.320643,37.002945,35.222762,0,0.066505,22.556391
81.82,0,108.363488,37.003075,35.224189,0,0.067509,22.556391
82.02,0,108.363488,37.003206,35.225615,0,0.066840,22.556391
82.22,0,108.363488,37.003337,35.227040,0,0.066325,22.556391
82.42,0,108.406878,37.003468,35.228464,0,0.067467,22.556391
82.62,0,108.406878,37.003599,35.229886,0,0.066706,22.556391
82.82,0,108.407603,37.003730,35.231306,0,0.066695,22.556391
83.02,0,108.407603,37.003861,35.232726,0,0.067333,22.556391
83.22,0,108.407603,37.003992,35.234145,0,0.066600,22.556391
83.42,0,108.399499,37.004123,35.235562,0,0.067120,22.727273
83.62,0,108.399499,37.004254,35.236978,0,0.067155,22.727273
83.82,0,108.399499,37.004386,35.238393,0,0.066524,22.727273
84.02,0,108.417091,37.004517,35.239806,0,0.067388,22.727273
84.22,0,108.417091,37.004648,35.241219,0,0.066974,22.727273
84.42,0,108.417091,37.004780,35.242630,0,0.066477,22.727273
84.62,0,108.466666,37.004911,35.244039,0,0.067479,22.727273
84.82,0,108.466666,37.005043,35.245448,0,0.066812,22.727273
85.02,0,108.466666,37.005174,35.246855,0,0.066291,22.727273
85.22,0,108.498568,37.005306,35.248261,0,0.067436,22.727273
85.42,0,108.498568,37.005438,35.249666,0,0.066676,22.727273
85.62,0,108.491858,37.005569,35.251069,0,0.066660,22.727273
85.82,0,108.491858,37.005701,35.252472,0,0.067301,22.727273
86.02,0,108.491858,37.005833,35.253873,0,0.066568,22.727273
86.22,0,108.487531,37.005965,35.255273,0,0.067084,22.727273
86.42,0,108.487531,37.006097,35.256672,0,0.067121,22.727273
86.62,0,108.487531,37.006229,35.258069,0,0.066489,22.727273
86.82,0,108.515287,37.006361,35.259465,0,0.067351,22.727273
87.02,0,108.515287,37.006493,35.260861,0,0.066939,22.727273
87.22,0,108.515287,37.006625,35.262254,0,0.066441,22.727273
87.42,0,108.566286,37.006758,35.263647,0,0.067441,22.727273
87.62,0,108.566286,37.006890,35.265039,0,0.066776,22.727273
87.82,0,108.566286,37.007022,35.266429,0,0.066249,22.727273
88.02,0,108.584424,37.007155,35.267818,0,0.067397,22.727273
88.22,0,108.584424,37.007287,35.269205,0,0.066638,22.727273
88.42,0,108.574861,37.007420,35.270592,0,0.066616,22.727273
88.62,0,108.574861,37.007552,35.271977,0,0.067260,22.727273
88.82,0,108.574861,37.007685,35.273362,0,0.066528,22.727273
89.02,0,108.578572,37.007818,35.274745,0,0.067039,22.727273
